theta,offloaded_samples,total_samples,offload_ratio
0.3,1,10,0.1
0.35,1,10,0.1
0.39999999999999997,1,10,0.1
0.44999999999999996,1,10,0.1
0.49999999999999994,1,10,0.1
0.5499999999999999,1,10,0.1
0.5999999999999999,1,10,0.1
0.6499999999999999,5,10,0.5
0.7,6,10,0.6
0.7499999999999999,7,10,0.7
0.7999999999999998,7,10,0.7
0.8499999999999999,8,10,0.8
0.8999999999999999,8,10,0.8
