nodes,aps,switches,model_used,execution_site,latency_ms,power_mw,energy_mj,accuracy
10,1,1,cnn,local,7.430553436279297,5000.0,37.152767181396484,0.9571
10,1,1,snn,local,717.9956436157227,4000.0,2871.9825744628906,0.9021434294871795
