nodes,aps,switches,model_used,execution_site,latency_ms,power_mw,energy_mj,accuracy
300,20,10,cnn,local,7.4634552001953125,5000.0,37.31727600097656,0.9571
300,20,10,snn,local,719.0899848937988,4000.0,2876.3599395751953,0.9021434294871795
