timestamp_utc,mode,load,rep,controller_port,bottleneck_mbps,bottleneck_delay_ms,offered_background_mbps,ping_tx,ping_rx,ping_loss_pct,rtt_min_ms,rtt_avg_ms,rtt_max_ms,rtt_jitter_mdev_ms,control_tcp_throughput_mbps,background_udp_throughput_mbps,background_udp_jitter_ms,background_udp_loss_pct
2026-09-16T13:38:56Z,nsson_full,heavy,6,6633,20,3.0,19,30,17,43.3333,24.804,25.208,27.82,0.662,6.35,19.5,0.031,2.2
