timestamp_utc,mode,load,rep,controller_port,bottleneck_mbps,bottleneck_delay_ms,offered_background_mbps,ping_tx,ping_rx,ping_loss_pct,rtt_min_ms,rtt_avg_ms,rtt_max_ms,rtt_jitter_mdev_ms,control_tcp_throughput_mbps,background_udp_throughput_mbps,background_udp_jitter_ms,background_udp_loss_pct
2026-09-16T11:07:51Z,baseline_sdn_iot,heavy,3,6633,20,3.0,19,30,12,60.0,24.822,25.034,25.208,0.133,18.9,19.4,0.032,2.1
