cycle,data_mb,compute_sec,idle_sec,compute_power_w,transfer_power_w,idle_power_w,total_power_wh,energy_j
183.0,0.1,0.0201044082641601,0.0050685405731201,2.2164512177812306,0.05,0.16763745708983616,3.06645797358618e-05,0.11039248704910247
184.0,0.1,0.020104169845581,0.0051038265228271,2.21620357229213,0.05,0.16878764941495428,3.067901399400489e-05,0.11044445037841762
185.0,0.1,0.0201020240783691,0.0051045417785644,2.216036922559345,0.05,0.16881662776761336,3.067631191677509e-05,0.11043472290039033
186.0,0.1,0.020104169845581,0.0051009654998779,2.2164948453608195,0.05,0.16871520421413347,3.067773911688054e-05,0.11043986082076994
187.0,0.1,0.0201039314270019,0.0051043033599853,2.2161889392927883,0.05,0.16880430611697644,3.067887822786957e-05,0.11044396162033046
188.0,0.1,0.020104169845581,0.0051062107086181,2.21625017083863,0.05,0.16887004699376376,3.0679994159274525e-05,0.11044797897338827
189.0,0.1,0.0201246738433837,0.0051014423370361,2.217647862457431,0.05,0.16864674849720374,3.07067301538254e-05,0.11054422855377144
190.0,0.1,0.0200951099395751,0.0050680637359619,2.2157988548353957,0.05,0.16764988879599962,3.065136075019822e-05,0.1103448987007136
191.0,0.1,0.0201039314270019,0.0051078796386718,2.2147220894377666,0.05,0.1688107707743441,3.068078557650237e-05,0.11045082807540854
192.0,0.1,0.0201077461242675,0.0051109790802001,2.212701427769348,0.05,0.16872707619492097,3.068807058864154e-05,0.11047705411910956
193.0,0.1,0.0201115608215332,0.0051085948944091,2.2127844873718567,0.05,0.16862270862407014,3.0692471398247575e-05,0.11049289703369126
194.0,0.1,0.0201125144958496,0.0051183700561523,2.212274269769588,0.05,0.16889839976082816,3.069804443253408e-05,0.11051295995712267
195.0,0.1,0.0201160907745361,0.0051133632659912,2.212493575421922,0.05,0.1687199093741147,3.070097499423551e-05,0.11052350997924784
196.0,0.1,0.0201163291931152,0.0051164627075195,2.212496591075959,0.05,0.1688204073926442,3.070260418785937e-05,0.1105293750762937
197.0,0.1,0.0201125144958496,0.005112886428833,2.212262666526801,0.05,0.16871656351620662,3.0695762899186854e-05,0.11050474643707267
198.0,0.1,0.0201132297515869,0.0051143169403076,2.212225310746315,0.05,0.16875491687208216,3.06973854700724e-05,0.11051058769226063
199.0,0.1,0.0201160907745361,0.005112886428833,2.212493575421922,0.05,0.16870417571352134,3.0700776312086264e-05,0.11052279472351055
200.0,0.1,0.0201125144958496,0.0051164627075195,2.2123438917824565,0.05,0.16884077355194974,3.069722983572215e-05,0.11051002740859975
201.0,0.1,0.0201168060302734,0.0051138401031494,2.2125490360611693,0.05,0.16873387316704744,3.070217370986933e-05,0.11052782535552956
202.0,0.1,0.0201125144958496,0.0051164627075195,2.212100233907088,0.05,0.16882217816797163,3.069729937447439e-05,0.1105102777481078
203.0,0.1,0.0201113224029541,0.0051131248474121,2.2130601322279397,0.05,0.1687952565851611,3.0693941646152063e-05,0.11049818992614742
204.0,0.1,0.0201120376586914,0.0051319599151611,2.211317153986904,0.05,0.1692775916576218,3.070330288675093e-05,0.11053189039230336
205.0,0.1,0.0201165676116943,0.0051159858703613,2.2124880033983794,0.05,0.1688020180512791,3.0702746576732996e-05,0.11052988767623878
206.0,0.1,0.0201163291931152,0.0051155090332031,2.2125778181036218,0.05,0.16879513712244704,3.070218364397678e-05,0.11052786111831643
207.0,0.1,0.020113468170166,0.0051155090332031,2.212286342156743,0.05,0.16879690769771305,3.069820337825348e-05,0.1105135321617125
208.0,0.1,0.0201125144958496,0.0051157474517822,2.2123090802282634,0.05,0.16881451409868994,3.069694174660574e-05,0.11050899028778068
209.0,0.1,0.0201122760772705,0.0051157474517822,2.2121436213732775,0.05,0.16880388948328953,3.069665034612018e-05,0.11050794124603265
210.0,0.1,0.0201163291931152,0.0051157474517822,2.2125778181036218,0.05,0.1688030041590392,3.070228298505141e-05,0.11052821874618508
211.0,0.1,0.0201313495635986,0.0051164627075195,2.21330124928571,0.05,0.16875579950615646,3.072370754347902e-05,0.11060534715652445
212.0,0.1,0.0201072692871093,0.0051159858703613,2.21196416206802,0.05,0.16884009316183657,3.068968984815797e-05,0.1104828834533687
213.0,0.1,0.020115852355957,0.0051159858703613,2.21236292695206,0.05,0.16879847705353834,3.0701766411463356e-05,0.11052635908126808
214.0,0.1,0.0201117992401123,0.0051162242889404,2.2142860892801837,0.05,0.16898713243979563,3.0695560905668446e-05,0.11050401926040641
215.0,0.1,0.0201156139373779,0.0050966739654541,2.2132884927151455,0.05,0.16823363990745066,3.0693117115232625e-05,0.11049522161483746
216.0,0.1,0.0201175212860107,0.0051136016845703,2.2127205404157975,0.05,0.1687330857826166,3.0703041288587716e-05,0.11053094863891577
217.0,0.1,0.0201170444488525,0.0051131248474121,2.2115198121268347,0.05,0.16862979446130616,3.0702508158153894e-05,0.11052902936935402
218.0,0.1,0.020115852355957,0.0051164627075195,2.2132682773274546,0.05,0.1688832926733287,3.070170680681858e-05,0.1105261445045469
219.0,0.1,0.0201132297515869,0.0051159858703613,2.2121208942778177,0.05,0.1688020180512791,3.069811065991716e-05,0.11051319837570177
220.0,0.1,0.0201132297515869,0.0051162242889404,2.212294927201778,0.05,0.16882316535895514,3.0698160330454476e-05,0.1105133771896361
221.0,0.1,0.0201168060302734,0.0051400661468505,2.211203824059705,0.05,0.16949610046542554,3.0713485346899994e-05,0.11056854724883998
222.0,0.1,0.0201168060302734,0.0051167011260986,2.2123401889938843,0.05,0.16881233809139165,3.07034254074096e-05,0.11053233146667456
223.0,0.1,0.0201091766357421,0.0051193237304687,2.2119071221395172,0.05,0.16892986955769038,3.06938058800166e-05,0.11049770116805976
224.0,0.1,0.0201148986816406,0.0051214694976806,2.212014430740835,0.05,0.16896079788572682,3.0702796247270306e-05,0.11053006649017309
225.0,0.1,0.0201132297515869,0.0051159858703613,2.2124225687505605,0.05,0.16882503815832897,3.0698024564319156e-05,0.11051288843154895
226.0,0.1,0.0201129913330078,0.005101203918457,2.2130463753364413,0.05,0.1683867007350578,3.069134884410431e-05,0.1104888558387755
227.0,0.1,0.0201165676116943,0.0051162242889404,2.2125460209572334,0.05,0.16881431133767494,3.070282936096185e-05,0.11053018569946266
228.0,0.1,0.020115852355957,0.0051159858703613,2.2110642312429545,0.05,0.1686993893969959,3.0702137284808635e-05,0.11052769422531109
229.0,0.1,0.020113468170166,0.0051164627075195,2.2122283292775022,0.05,0.16882394898044717,3.0698617299397745e-05,0.1105150222778319
230.0,0.1,0.020115852355957,0.0051162242889404,2.21230491693237,0.05,0.1688019172679972,3.070188230938376e-05,0.11052677631378154
231.0,0.1,0.0201132297515869,0.0051159858703613,2.212213708429703,0.05,0.16880910049247047,3.069808416896393e-05,0.11051310300827014
232.0,0.1,0.0201165676116943,0.0051126480102539,2.2125228135685644,0.05,0.1686945394281398,3.070134586758079e-05,0.11052484512329082
233.0,0.1,0.0201163291931152,0.0051136016845703,2.212624236225838,0.05,0.16873574069703373,3.070137566990317e-05,0.11052495241165142
234.0,0.1,0.0201096534729003,0.0051133632659912,2.21221483762333,0.05,0.16875265557053445,3.069191177686042e-05,0.11049088239669752
235.0,0.1,0.0201163291931152,0.0051136016845703,2.2126474460173156,0.05,0.16873751068639398,3.070136904716487e-05,0.11052492856979353
236.0,0.1,0.0201132297515869,0.0051164627075195,2.212399360100704,0.05,0.16883900238650862,3.0698229869206714e-05,0.11051362752914416
237.0,0.1,0.020115852355957,0.0051131248474121,2.2124905597046216,0.05,0.16871381220105708,3.070053789350716e-05,0.11052193641662579
238.0,0.1,0.0201163291931152,0.0051164627075195,2.2126706562957255,0.05,0.16883368911313698,3.070255451732205e-05,0.11052919626235938
239.0,0.1,0.0201127529144287,0.0051162242889404,2.2122772879613546,0.05,0.16882582174644956,3.0697488122516176e-05,0.11051095724105824
240.0,0.1,0.0201127529144287,0.0051465034484863,2.2111871248460084,0.05,0.1697412911850272,3.0710415707694134e-05,0.11055749654769889
241.0,0.1,0.0201165676116943,0.0051162242889404,2.2123835794596394,0.05,0.1688019172679972,3.070287572013001e-05,0.11053035259246803
242.0,0.1,0.0201132297515869,0.0051131248474121,2.2123297370726043,0.05,0.1687235459795131,3.069685896237689e-05,0.1105086922645568
243.0,0.1,0.0201172828674316,0.0051162242889404,2.2124042308841942,0.05,0.16879749125557758,3.070388568772203e-05,0.1105339884757993
244.0,0.1,0.0201163291931152,0.0051162242889404,2.212461781318339,0.05,0.16880988467529112,3.070251478089221e-05,0.11052905321121194
245.0,0.1,0.0201079845428466,0.0051162242889404,2.211961624607245,0.05,0.16884176182707925,3.069080577956293e-05,0.11048690080642655
246.0,0.1,0.0201160907745361,0.0051155090332031,2.2122151254863707,0.05,0.1687694679545663,3.070194853676684e-05,0.11052701473236064
247.0,0.1,0.0201165676116943,0.0051164627075195,2.2126156460444304,0.05,0.1688274907168472,3.0702908833821546e-05,0.11053047180175757
248.0,0.1,0.0201163291931152,0.0051124095916748,2.2126590510956525,0.05,0.16869905906787916,3.070086903042258e-05,0.11052312850952128
249.0,0.1,0.0201156139373779,0.0051157474517822,2.212533959908948,0.05,0.1688056601596501,3.070127964019769e-05,0.1105246067047117
250.0,0.1,0.0201160907745361,0.0051131248474121,2.2125399905596033,0.05,0.16871558189542116,3.070086240768428e-05,0.11052310466766341
251.0,0.1,0.0201165676116943,0.0051159858703613,2.2123835794596394,0.05,0.16879405101527029,3.0702776379055383e-05,0.11052999496459938
252.0,0.1,0.0201160907745361,0.0051159858703613,2.2124239563666857,0.05,0.16880113278791614,3.070208761427131e-05,0.11052751541137673
253.0,0.1,0.020113468170166,0.0051155090332031,2.2123791690924617,0.05,0.16880399037024135,3.069817688730024e-05,0.11051343679428087
254.0,0.1,0.020115852355957,0.005112886428833,2.212827116652592,0.05,0.16873160829403652,3.0700342522727074e-05,0.11052123308181747
255.0,0.1,0.0201160907745361,0.0051164627075195,2.2126212217367787,0.05,0.16883191809632606,3.0702230003144946e-05,0.1105280280113218
256.0,0.1,0.0201072692871093,0.0051131248474121,2.2120918032786823,0.05,0.16875540983606543,3.068846133020178e-05,0.11047846078872639
257.0,0.1,0.0201163291931152,0.0051126480102539,2.2126706562957255,0.05,0.16870781124613826,3.070096506012805e-05,0.11052347421646098
258.0,0.1,0.0201141834259033,0.0051159858703613,2.2121561737944777,0.05,0.16879670661037763,3.069945507579375e-05,0.1105180382728575
259.0,0.1,0.020115852355957,0.0051312446594238,2.2116206283716116,0.05,0.16924512574247486,3.070833616786528e-05,0.11055001020431499
260.0,0.1,0.0201153755187988,0.0051150321960449,2.2125541534233326,0.05,0.16878559964754314,3.070063723458179e-05,0.11052229404449443
261.0,0.1,0.0201122760772705,0.0050697326660156,2.2148734725599044,0.05,0.16749197880619365,3.067669934696619e-05,0.11043611764907828
262.0,0.1,0.0201075077056884,0.0051183700561523,2.214104193138496,0.05,0.1690801978430476,3.069041172663358e-05,0.11048548221588088
263.0,0.1,0.0201156139373779,0.0051162242889404,2.2123367054220866,0.05,0.16880634351253043,3.070153461562257e-05,0.11052552461624125
264.0,0.1,0.0201163291931152,0.0051162242889404,2.212368960652796,0.05,0.16880280249833418,3.070254127184544e-05,0.11052914857864359
265.0,0.1,0.0201156139373779,0.0051159858703613,2.2123831150782185,0.05,0.1688020180512791,3.070142202907133e-05,0.11052511930465676
266.0,0.1,0.0201308727264404,0.0051167011260986,2.213214016104679,0.05,0.16876100905888183,3.072315454483026e-05,0.11060335636138895
267.0,0.1,0.0201077461242675,0.005110740661621,2.2145839350891396,0.05,0.16886274715752134,3.0687434805763944e-05,0.11047476530075019
268.0,0.1,0.020115852355957,0.0051131248474121,2.212583392774721,0.05,0.16872089120127526,3.070051140255393e-05,0.11052184104919416
269.0,0.1,0.020113468170166,0.0051164627075195,2.2120659094007955,0.05,0.16881155407318754,3.0698663658565904e-05,0.11051518917083726
