cycle,sense_sec,compute_sec,transfer_sec,idle_sec,total_sec
106,0.010057687759399414,0.02010369300842285,0.010075569152832031,0.005105733871459961,0.04534268379211426
107,0.010072946548461914,0.02008056640625,0.010072946548461914,0.005063772201538086,0.045290231704711914
108,0.010059833526611328,0.020067930221557617,0.010075569152832031,0.005063772201538086,0.04526710510253906
109,0.010072946548461914,0.020105838775634766,0.010074853897094727,0.005106925964355469,0.045360565185546875
110,0.010068416595458984,0.020069122314453125,0.010065793991088867,0.005063295364379883,0.04526662826538086
111,0.010062932968139648,0.020107269287109375,0.010075092315673828,0.005138874053955078,0.04538416862487793
112,0.010074853897094727,0.020076990127563477,0.010070562362670898,0.005063772201538086,0.04528617858886719
113,0.010069131851196289,0.020107507705688477,0.010074377059936523,0.005108356475830078,0.04535937309265137
114,0.010067939758300781,0.020062923431396484,0.01006627082824707,0.0050585269927978516,0.04525566101074219
115,0.010069131851196289,0.020078182220458984,0.010072469711303711,0.005101919174194336,0.04532170295715332
116,0.010074853897094727,0.02010512351989746,0.010067462921142578,0.005061626434326172,0.04530906677246094
117,0.010063886642456055,0.020105838775634766,0.010068416595458984,0.0050618648529052734,0.04530000686645508
118,0.010089397430419922,0.02010512351989746,0.01007390022277832,0.0050716400146484375,0.04534006118774414
119,0.010065555572509766,0.020102262496948242,0.010068178176879883,0.005064725875854492,0.04530072212219238
120,0.010074377059936523,0.0200808048248291,0.010074377059936523,0.0051021575927734375,0.045331716537475586
121,0.010066509246826172,0.020084619522094727,0.010066509246826172,0.0051043033599853516,0.04532194137573242
122,0.010073184967041016,0.02010512351989746,0.010073661804199219,0.005065202713012695,0.04531717300415039
123,0.010065555572509766,0.02007579803466797,0.010069608688354492,0.00506281852722168,0.045273780822753906
124,0.010062694549560547,0.020104408264160156,0.010069608688354492,0.0050623416900634766,0.04529905319213867
125,0.010063886642456055,0.020067214965820312,0.010065793991088867,0.005064964294433594,0.04526185989379883
126,0.010063886642456055,0.020105838775634766,0.010073661804199219,0.005106449127197266,0.045349836349487305
127,0.010077476501464844,0.02013373374938965,0.010070323944091797,0.0050640106201171875,0.04534554481506348
128,0.010062456130981445,0.020104169845581055,0.010068416595458984,0.005061626434326172,0.045296669006347656
129,0.010069131851196289,0.020076751708984375,0.01007390022277832,0.0050776004791259766,0.04529738426208496
130,0.010071992874145508,0.020101547241210938,0.010074853897094727,0.005105018615722656,0.04535341262817383
131,0.010072708129882812,0.02010488510131836,0.010073423385620117,0.005104541778564453,0.04535555839538574
132,0.010074138641357422,0.020081281661987305,0.010069131851196289,0.005060911178588867,0.04528546333312988
133,0.010066986083984375,0.020103931427001953,0.010078907012939453,0.005101203918457031,0.04535102844238281
134,0.010074377059936523,0.020101070404052734,0.010072469711303711,0.0051043033599853516,0.04535222053527832
135,0.010066032409667969,0.020079612731933594,0.010069131851196289,0.00506138801574707,0.04527616500854492
136,0.010062456130981445,0.020132064819335938,0.01007533073425293,0.005104541778564453,0.045374393463134766
137,0.010072946548461914,0.020105838775634766,0.010067462921142578,0.005066394805908203,0.04531264305114746
138,0.01006770133972168,0.02006673812866211,0.01006627082824707,0.005066871643066406,0.045267581939697266
139,0.010066986083984375,0.020066499710083008,0.010088682174682617,0.005067586898803711,0.04528975486755371
140,0.010069131851196289,0.02008223533630371,0.010072469711303711,0.005101203918457031,0.04532504081726074
141,0.010066747665405273,0.020103931427001953,0.010065793991088867,0.005062103271484375,0.04529857635498047
